!Series_title	"Analysis of the early transcriptome signature of infection of primary endothelial cells by Nipah virus vs. Nipah virus deleted for the expression of non-structural C protein"
!Series_geo_accession	"GSE33133"
!Series_status	"Public on Oct 01 2012"
!Series_submission_date	"Oct 21 2011"
!Series_last_update_date	"Oct 28 2014"
!Series_pubmed_id	"22837207"
!Series_pubmed_id	"22393386"
!Series_summary	"Nipah virus (NiV) is a highly pathogenic, negative strand RNA paramyxovirus that has recently emerged from flying foxes to cause serious human disease. To study the poorly-understood role of nonstructural NiV proteins in NiV pathogenesis, we generated recombinant viruse lacking the expression of accesory NiV C protein (NiV∆C)."
!Series_overall_design	"To analyse the molecular basis of NiV∆C attenuation we have used the gene microarray approach to study early changes of gene expression in infected primary human endothelial cells, which is a major cellular target of human NiV infection."
!Series_overall_design	"We performed microarray gene expression profiling of NiV infected HUVEC cell (2 replicates), of uninfected HUVEC cell (2 replicates) and of NiV∆C infected HUVEC cell (2 replicates)."
!Series_type	"Expression profiling by array"
!Series_contributor	"Cyrille,,MATHIEU"
!Series_contributor	"Vanessa,,GUILLAUME"
!Series_contributor	"Catherine,,LEGRAS-LACHUER"
!Series_contributor	"Joel,,LACHUER"
!Series_contributor	"Branka,,HORVAT"
!Series_sample_id	"GSM813064 GSM813065 GSM813066 GSM813067 GSM814496 GSM814497 "
!Series_contact_name	"HORVAT,,Branka"
!Series_contact_email	"branka.horvat@inserm.fr"
!Series_contact_phone	"0437282392"
!Series_contact_fax	"0437282391"
!Series_contact_department	"human virology"
!Series_contact_institute	"INSERM"
!Series_contact_address	"21 avenue Tony Garnier"
!Series_contact_city	"LYON"
!Series_contact_zip/postal_code	"69007"
!Series_contact_country	"France"
!Series_citation	"Mathieu Cyrille, Legras-Lachuer Catherine and Horvat Branka (2011). Transcriptome Signature of Nipah Virus Infected Endothelial Cells, Advances in the Etiology, Pathogenesis and Pathology of Vasculitis, Luis M. Amezcua-Guerra (Ed.), ISBN: 978-953-307-651-5, InTech; DOI: 10.5772/21512."
!Series_platform_id	"GPL2895"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA149403"

!Sample_title	"MOCK_1"	"NiV_1"	"MOCK_2"	"NiV_2"	"NiV_ΔC_1"	"NiV_ΔC_2"
!Sample_geo_accession	"GSM813064"	"GSM813065"	"GSM813066"	"GSM813067"	"GSM814496"	"GSM814497"
!Sample_status	"Public on Aug 24 2012"	"Public on Aug 24 2012"	"Public on Aug 24 2012"	"Public on Aug 24 2012"	"Public on Oct 01 2012"	"Public on Oct 01 2012"
!Sample_submission_date	"Oct 11 2011"	"Oct 11 2011"	"Oct 11 2011"	"Oct 11 2011"	"Oct 12 2011"	"Oct 12 2011"
!Sample_last_update_date	"Aug 24 2012"	"Aug 24 2012"	"Aug 24 2012"	"Aug 24 2012"	"Oct 01 2012"	"Oct 01 2012"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"uninfected HUVEC"	"NiV-infected HUVEC"	"uninfected HUVEC"	"NiV-infected HUVEC"	"ΔC NiV-infected HUVEC"	"ΔC NiV-infected HUVEC"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"cell line: HUVEC"	"cell line: HUVEC"	"cell line: HUVEC"	"cell line: HUVEC"	"cell line: HUVEC"	"cell line: HUVEC"
!Sample_characteristics_ch1	"infection: Mock"	"infection: NiV (Nipah virus)"	"infection: Mock"	"infection: NiV (Nipah virus)"	"infection: NiV ΔC"	"infection: NiV ΔC"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Total RNA was extracted using RNeasy kit (Qiagen) according to the manufacturer’s protocol"	"Total RNA was extracted using RNeasy kit (Qiagen) according to the manufacturer’s protocol"	"Total RNA was extracted using RNeasy kit (Qiagen) according to the manufacturer’s protocol"	"Total RNA was extracted using RNeasy kit (Qiagen) according to the manufacturer’s protocol"	"Total RNA was extracted using RNeasy kit (Qiagen) according to the manufacturer’s protocol"	"Total RNA was extracted using RNeasy kit (Qiagen) according to the manufacturer’s protocol"
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Amplified and biotin-labeled RNAs were obtained from 2µg of total RNA, by a round of in vitro transcription (dIVT) using the Message Amp a RNA kit version II (Ambion), following the manufacturer’s protocol."	"Amplified and biotin-labeled RNAs were obtained from 2µg of total RNA, by a round of in vitro transcription (dIVT) using the Message Amp a RNA kit version II (Ambion), following the manufacturer’s protocol."	"Amplified and biotin-labeled RNAs were obtained from 2µg of total RNA, by a round of in vitro transcription (dIVT) using the Message Amp a RNA kit version II (Ambion), following the manufacturer’s protocol."	"Amplified and biotin-labeled RNAs were obtained from 2µg of total RNA, by a round of in vitro transcription (dIVT) using the Message Amp a RNA kit version II (Ambion), following the manufacturer’s protocol."	"Amplified and biotin-labeled RNAs were obtained from 2µg of total RNA, by a round of in vitro transcription (dIVT) using the Message Amp a RNA kit version II (Ambion), following the manufacturer’s protocol."	"Amplified and biotin-labeled RNAs were obtained from 2µg of total RNA, by a round of in vitro transcription (dIVT) using the Message Amp a RNA kit version II (Ambion), following the manufacturer’s protocol."
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"10 µg of biotin-labeled RNA were fragmented using 5 µl fragmentation buffer in a final volume of 20 µl, then mixed with 240 µl Amersham hybridization solution and injected onto Codelink Uniset Human Whole Genome bioarrays. Arrays were hybridized overnight at 37°C, then washed in stringent TNT buffer at 46°C for 1 h before performing a streptavidin-cy5 detection step. Each array was incubated for 30 min in 3,4 ml streptavidin-cy5 solution, washed four times in 240 ml TNT buffer, rinsed twice in 240 ml water containing 0.2M Triton X-100, and then, dried by centrifugation at 650g."	"10 µg of biotin-labeled RNA were fragmented using 5 µl fragmentation buffer in a final volume of 20 µl, then mixed with 240 µl Amersham hybridization solution and injected onto Codelink Uniset Human Whole Genome bioarrays. Arrays were hybridized overnight at 37°C, then washed in stringent TNT buffer at 46°C for 1 h before performing a streptavidin-cy5 detection step. Each array was incubated for 30 min in 3,4 ml streptavidin-cy5 solution, washed four times in 240 ml TNT buffer, rinsed twice in 240 ml water containing 0.2M Triton X-100, and then, dried by centrifugation at 650g."	"10 µg of biotin-labeled RNA were fragmented using 5 µl fragmentation buffer in a final volume of 20 µl, then mixed with 240 µl Amersham hybridization solution and injected onto Codelink Uniset Human Whole Genome bioarrays. Arrays were hybridized overnight at 37°C, then washed in stringent TNT buffer at 46°C for 1 h before performing a streptavidin-cy5 detection step. Each array was incubated for 30 min in 3,4 ml streptavidin-cy5 solution, washed four times in 240 ml TNT buffer, rinsed twice in 240 ml water containing 0.2M Triton X-100, and then, dried by centrifugation at 650g."	"10 µg of biotin-labeled RNA were fragmented using 5 µl fragmentation buffer in a final volume of 20 µl, then mixed with 240 µl Amersham hybridization solution and injected onto Codelink Uniset Human Whole Genome bioarrays. Arrays were hybridized overnight at 37°C, then washed in stringent TNT buffer at 46°C for 1 h before performing a streptavidin-cy5 detection step. Each array was incubated for 30 min in 3,4 ml streptavidin-cy5 solution, washed four times in 240 ml TNT buffer, rinsed twice in 240 ml water containing 0.2M Triton X-100, and then, dried by centrifugation at 650g."	"10 µg of biotin-labeled RNA were fragmented using 5 µl fragmentation buffer in a final volume of 20 µl, then mixed with 240 µl Amersham hybridization solution and injected onto Codelink Uniset Human Whole Genome bioarrays. Arrays were hybridized overnight at 37°C, then washed in stringent TNT buffer at 46°C for 1 h before performing a streptavidin-cy5 detection step. Each array was incubated for 30 min in 3,4 ml streptavidin-cy5 solution, washed four times in 240 ml TNT buffer, rinsed twice in 240 ml water containing 0.2M Triton X-100, and then, dried by centrifugation at 650g."	"10 µg of biotin-labeled RNA were fragmented using 5 µl fragmentation buffer in a final volume of 20 µl, then mixed with 240 µl Amersham hybridization solution and injected onto Codelink Uniset Human Whole Genome bioarrays. Arrays were hybridized overnight at 37°C, then washed in stringent TNT buffer at 46°C for 1 h before performing a streptavidin-cy5 detection step. Each array was incubated for 30 min in 3,4 ml streptavidin-cy5 solution, washed four times in 240 ml TNT buffer, rinsed twice in 240 ml water containing 0.2M Triton X-100, and then, dried by centrifugation at 650g."
!Sample_scan_protocol	"Arrays were then scanned at 635nm using an Axon Genepix 4000B Scanner (Axon)."	"Arrays were then scanned at 635nm using an Axon Genepix 4000B Scanner (Axon)."	"Arrays were then scanned at 635nm using an Axon Genepix 4000B Scanner (Axon)."	"Arrays were then scanned at 635nm using an Axon Genepix 4000B Scanner (Axon)."	"Arrays were then scanned at 635nm using an Axon Genepix 4000B Scanner (Axon)."	"Arrays were then scanned at 635nm using an Axon Genepix 4000B Scanner (Axon)."
!Sample_data_processing	"Data extraction and raw data normalization were performed using the CodeLink Gene Expression Analysis v4.0 software. Normalization was performed by the global method. The threshold was calculated using the normalized signal intensity of the negative controls supplemented by 3 times the standard deviation. Spots with signal intensity below this threshold were referred to as “absent”."	"Data extraction and raw data normalization were performed using the CodeLink Gene Expression Analysis v4.0 software. Normalization was performed by the global method. The threshold was calculated using the normalized signal intensity of the negative controls supplemented by 3 times the standard deviation. Spots with signal intensity below this threshold were referred to as “absent”."	"Data extraction and raw data normalization were performed using the CodeLink Gene Expression Analysis v4.0 software. Normalization was performed by the global method. The threshold was calculated using the normalized signal intensity of the negative controls supplemented by 3 times the standard deviation. Spots with signal intensity below this threshold were referred to as “absent”."	"Data extraction and raw data normalization were performed using the CodeLink Gene Expression Analysis v4.0 software. Normalization was performed by the global method. The threshold was calculated using the normalized signal intensity of the negative controls supplemented by 3 times the standard deviation. Spots with signal intensity below this threshold were referred to as “absent”."	"Data extraction and raw data normalization were performed using the CodeLink Gene Expression Analysis v4.0 software. Normalization was performed by the global method. The threshold was calculated using the normalized signal intensity of the negative controls supplemented by 3 times the standard deviation. Spots with signal intensity below this threshold were referred to as “absent”."	"Data extraction and raw data normalization were performed using the CodeLink Gene Expression Analysis v4.0 software. Normalization was performed by the global method. The threshold was calculated using the normalized signal intensity of the negative controls supplemented by 3 times the standard deviation. Spots with signal intensity below this threshold were referred to as “absent”."
!Sample_platform_id	"GPL2895"	"GPL2895"	"GPL2895"	"GPL2895"	"GPL2895"	"GPL2895"
!Sample_contact_name	"HORVAT,,Branka"	"HORVAT,,Branka"	"HORVAT,,Branka"	"HORVAT,,Branka"	"HORVAT,,Branka"	"HORVAT,,Branka"
!Sample_contact_email	"branka.horvat@inserm.fr"	"branka.horvat@inserm.fr"	"branka.horvat@inserm.fr"	"branka.horvat@inserm.fr"	"branka.horvat@inserm.fr"	"branka.horvat@inserm.fr"
!Sample_contact_phone	"0437282392"	"0437282392"	"0437282392"	"0437282392"	"0437282392"	"0437282392"
!Sample_contact_fax	"0437282391"	"0437282391"	"0437282391"	"0437282391"	"0437282391"	"0437282391"
!Sample_contact_department	"human virology"	"human virology"	"human virology"	"human virology"	"human virology"	"human virology"
!Sample_contact_institute	"INSERM"	"INSERM"	"INSERM"	"INSERM"	"INSERM"	"INSERM"
!Sample_contact_address	"21 avenue Tony Garnier"	"21 avenue Tony Garnier"	"21 avenue Tony Garnier"	"21 avenue Tony Garnier"	"21 avenue Tony Garnier"	"21 avenue Tony Garnier"
!Sample_contact_city	"LYON"	"LYON"	"LYON"	"LYON"	"LYON"	"LYON"
!Sample_contact_zip/postal_code	"69007"	"69007"	"69007"	"69007"	"69007"	"69007"
!Sample_contact_country	"France"	"France"	"France"	"France"	"France"	"France"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"54359"	"54359"	"54359"	"54359"	"54359"	"54359"
!series_matrix_table_begin
"ID_REF"	"GSM813064"	"GSM813065"	"GSM813066"	"GSM813067"	"GSM814496"	"GSM814497"
1001	177.4447	157.6604	160.9262	158.0663	132.9031	137.7373
1002	9.7176	9.0506	10.148	10.2609	9.6255	8.8646
1003	0.4188	0.3928	0.27	-0.0805	0.5518	0.276
1004	0.4228	0.2668	0.4571	0.107	0.3336	0.3026
1005	0.5069	1.5061	0.4373	0.2927	0.1796	0.3333
1006	0.2918	0.3023	0.4836	0.2345	0.1528	0.1343
1007	0.6146	0.223	0.3116	0.4663	0.3246	0.5392
1008	171.8989	147.5229	166.3571	157.6834	139.5025	138.4802
1009	1.0899	0.5874	0.8111	0.8254	0.0771	1.037
1010	4.3529	4.3763	5	4.4617	4.4646	4.1935
1011	0.5354	0.3168	0.492	0.1314	0.2165	0.3826
1012	0.5984	0.2603	0.3387	0.5177	0.4505	0.4477
1013	0.2586	0.2689	0.4624	0.2872	0.4501	0.3883
1014	0.4742	0.4897	0.1569	0.5316	0.0014	0.2965
1015	169.3378	155.8386	162.7535	161.2258	152.1001	148.5119
1016	1.1911	0.8053	0.5322	0.6181	0.3425	0.294
1017	0.2911	0.5498	0.4188	0.2987	0.4887	0.5148
1018	0.6657	0.3583	0.4208	0.4681	0.4538	0.3662
1019	0.0762	0.5171	0.3742	0.4249	0.612	-0.0251
1020	0.3823	0.0394	0.2858	0.9233	0.1976	0.1822
1021	7.411	7.47	7.6316	6.7417	7.9521	7.4785
1022	172.9554	145.3878	161.961	159.1315	148.9462	146.3832
1023	1.0246	1.1853	1.0405	0.6051	0.2214	1.1343
1024	0.1393	0.1122	0.1333	0.6	0.2279	0.5887
1025	0.5086	0.1658	0.5052	0.5591	0.2326	0.4545
1026	0.4245	0.053	-0.0368	0.4951	0.2549	0.2684
1027	32.3899	27.6564	34.12	29.386	29.6283	26.9246
1028	0.3179	0.5215	0.1031	0.2278	0.2848	0.2836
1029	176.002	156.4839	168.5469	156.7878	158.5872	161.3967
1032	69.3001	62.1455	59.5972	50.9925	62.097	55.2177
1033	0.2493	0.505	0.2793	0.2866	0.4134	0.2872
1034	0.4069	0.3378	0.8186	0.3888	0.3323	0.1345
1035	0.5444	0.1674	0.3322	0.3586	0.2253	0.2641
1036	158.0117	143.83	156.4598	138.5275	151.3521	130.0316
1037	0.5471	0.3856	0.4682	0.8969	0.2433	0.3701
1038	-0.0922	0.3368	0.5172	0.1779	0.3366	0.3185
1039	0.4268	0.5476	0.4667	0.3795	0.4688	0.1328
1040	0.3716	0.6244	1.0575	0.7659	0.6872	0.5908
1041	0.5888	0.4751	0.74	0.3146	0.1736	0.3846
1042	1.2786	0.9256	0.8034	0.483	1.067	1.0289
1043	175.8649	156.2171	171.1102	159.1848	161.6281	151.7807
1044	0.4803	0.5171	0.3314	0.4957	0.1668	0.3472
1046	0.3	0.4467	0.3665	0.319	0.4014	0.1683
1047	0.3699	0.2893	0.7116	0.3167	0.185	0.1797
1048	0.4005	0.4663	0.5278	0.4843	0.431	0.5721
1049	0.2321	0.4281	0.2394	0.3123	0.5264	0.1243
1050	154.9861	132.8996	149.6688	138.3145	153.6492	139.1075
1051	0.7194	1.3789	1.6832	1.5707	1.3049	0.1786
1052	11.2005	11.6291	11.5374	13.0497	12.3547	12.3287
1053	0.5211	0.0638	0.2713	0.2942	0.2243	0.228
1054	0.649	0.4876	0.2307	0.5218	0.5603	0.5883
1055	1.0497	0.9808	0.762	1.3163	1.0237	0.6092
1056	0.2822	0.2681	0.2703	0.362	0.1755	0.2477
1057	183.6494	158.3679	175.8052	161.3355	159.9111	149.0906
1058	1.7749	1.8721	0.7469	0.8569	0.7691	1.2977
1059	1.6297	1.5278	1.0647	1.6382	1.539	1.2806
1060	4.6996	5.7374	6.1303	6.4794	6.649	4.7264
1061	0.4642	0.3872	0.4858	0.2333	0.204	0.198
1062	0.7343	0.7314	0.5964	0.7045	0.6965	0.4832
1063	0.321	0.4255	0.7539	0.5301	0.5572	0.3714
1064	171.7745	156.1106	158.9775	150.0778	166.7704	144.953
1065	2.884	3.3526	3.3563	3.5473	3.3795	2.9342
1066	0.3467	0.1884	0.1547	0.2879	0.323	0.3893
1067	1.027	0.5741	1.3076	0.8386	0.7786	0.8719
1068	0.645	0.3968	0.6449	0.9728	0.6967	1.0235
1069	2.2226	2.337	2.1828	1.7898	1.7027	1.731
1070	0.227	0.6119	0.2845	0.1972	0.3058	0.4477
1071	154.5755	151.5839	154.0671	148.896	153.1323	135.5991
1072	2.6639	2.8984	3.222	3.1483	2.7864	2.8377
1073	0.7378	0.5272	0.5402	0.4153	0.3508	0.2714
1074	0.5825	0.5603	0.7667	0.755	0.6189	0.854
1075	0.2023	0.3961	-0.0433	0.2929	0.4612	0.2563
1076	0.5056	0.9543	0.6926	0.5675	0.1187	0.3662
1077	0.3778	0.1554	0.1979	0.4357	0.374	0.3425
1078	167.6964	151.7251	165.5251	152.3182	155.2995	135.8408
1079	0.3708	0.2821	0.4253	0.3043	0.4944	0.413
1080	-0.0051	0.3183	0.5791	0.1919	0.3794	0.6609
1081	0.4656	0.3394	0.1226	0.252	0.2642	0.0114
1082	3.0126	3.9545	3.8141	3.9391	3.8862	2.7685
1083	0.0368	0.2311	0.3207	0.0835	0.2136	0.3882
1084	5.6249	6.3604	3.1095	3.4792	4.5519	3.6486
1085	152.4913	152.2936	155.7437	152.1719	152.5454	132.0162
1086	3.3858	3.3858	7.1575	9.1316	4.863	6.2486
1088	0.0772	0.6169	0.3691	0.2078	0.1701	0.201
1089	2.561	2.6964	2.7413	2.8293	2.5929	2.0967
1090	2.184	2.2802	2.9309	2.324	2.0008	2.4177
1091	0.6608	0.1859	0.508	0.1325	0.4086	0.5661
1092	156.7034	163.9652	192.1602	156.1636	155.8878	142.988
1093	0.4522	0.464	0.3707	0.286	0.2553	0.0176
1094	0.5058	0.2109	0.4665	0.1911	0.4378	0.1698
1095	0.4402	0.4201	0.4154	0.3104	0.2836	0.4428
1096	3.806	4.2833	3.7782	4.4078	8.1083	5.6632
1097	0.4925	0.1917	0.3581	0.3081	0.3405	0.276
1098	0.5207	0.5093	0.2554	0.6833	0.6437	0.3985
1099	142.8747	155.9419	171.5758	146.5759	144.033	126.986
1100	2.1771	1.9892	2.8208	2.5145	2.2185	2.3897
1101	0.324	0.3527	0.4782	0.3459	0.1518	0.2823
1102	0.2667	0.0057	0.45	0.2606	0.2233	0.3157
1103	2.0335	2.0305	2.6613	1.9631	2.0928	1.7201
1104	0.576	0.1621	0.744	0.6485	0.6623	0.7658
1105	0.3329	1.0486	0.5999	0.7147	0.3138	0.4733
1106	154.7273	155.2297	178.5563	150.566	151.8963	139.5075
1107	1.1453	0.5377	0.7922	1.093	0.4484	0.6592
1108	5.2805	6.7908	7.5617	6.154	6.3412	5.9318
1109	0.3787	0.3779	0.0786	0.3362	0.2159	0.2256
1110	0.5999	1.0064	1.2989	0.7827	1.1158	0.7504
1111	3.31	3.4146	4.0345	3.3826	3.508	3.5874
1112	0.0899	0.7075	0.5043	0.2873	0.2341	0.4352
2001	1.5338	1.1313	1.4057	1.2383	0.7548	0.6824
2003	0.2824	0.0809	0.3194	-0.1404	0.2936	0.0944
2004	2.6454	2.0322	2.5123	2.3464	2.7898	2.3998
2005	1.9223	2.3603	2.2463	1.9667	2.1571	2.2333
2006	64.1975	73.5684	86.8258	99.1473	81.838	94.288
2007	1.0857	1.0313	1.0635	1.2315	0.4094	1.0471
2008	0.1641	0.2595	0.0598	0.2013	0.2981	0.1095
2009	-0.0348	0.6102	0.4909	0.3917	0.2668	0.5001
2010	0.1448	0.4356	0.3203	0.3146	-0.0256	0.7528
2011	0.4007	0.2652	0.5629	0.3047	0.3121	0.2757
2012	6.3282	5.2281	5.8693	4.4221	4.873	4.2025
2013	0.5129	0.47	0.3372	0.5954	1.0619	0.5858
2014	0.789	0.1637	0.4328	0.3994	0.2462	0.1464
2015	0.1448	0.3804	0.0133	0.517	0.3333	0.2285
2016	0.3008	0.5636	0.442	0.4189	0.5315	0.4754
2017	0.9327	1.0558	0.586	1.3865	1.2879	1.5127
2018	1.1916	1.6476	1.8009	1.8568	1.7059	1.7617
2019	548.8412	462.9967	464.2899	414.4404	465.5	409.1001
2020	838.8315	743.5244	717.4331	649.2884	654.418	611.4754
2021	0.7114	1.2789	0.4913	1.6755	1.1714	1.3954
2022	0.0948	0.2704	0.2655	0.6349	0.062	0.269
2023	0.5358	0.7727	0.6172	0.8274	1.0361	0.4453
2024	0.0338	0.3478	0.4291	0.3535	0.2146	0.2125
2025	0.7552	0.3658	0.5067	0.5814	0.278	0.2985
2026	2.6198	2.7762	2.2513	1.9652	2.504	2.5742
2027	1.6199	1.4113	1.4832	1.586	1.1604	1.2005
2028	0.1456	0.2832	0.3791	0.4087	0.4092	0.2331
2030	0.8482	0.3273	0.3015	0.5175	0.3671	0.0679
2031	3.4734	3.986	2.9708	2.7826	3.6606	3.9197
2032	0.6671	0.263	0.1959	0.0598	0.2453	0.3245
2033	179.5341	242.3319	172.5637	204.9959	201.339	188.0188
2034	265.0529	274.2984	229.5231	248.7103	290.3964	269.286
2035	0.5615	0.0037	0.2802	0.3368	0.1366	0.6187
2036	0.488	0.5554	0.5657	0.1558	0.1889	0.2535
2037	0.6047	0.6068	0.4473	0.97	0.481	0.6674
2038	0.4447	0.6212	0.6174	0.9734	0.1495	0.4945
2039	0.3735	0.4878	0.1949	0.4555	-0.0427	0.3576
2040	3.9478	3.8579	4.0329	3.5062	4.5114	3.2894
2041	330.7617	335.2674	322.3455	273.8972	353.8712	271.8031
2042	0.2984	0.2151	0.1226	0.4294	0.2275	0.4966
2043	0.4391	0.2947	0.2347	0.3603	-0.0043	0.2388
2044	5.5555	5.4653	5.4621	5.7233	5.1363	6.7339
2045	0.3997	0.1653	0.5913	0.2137	0.5516	0.0886
2046	0.274	0.4052	0.1221	0.3305	0.4674	0.4
2047	641.0303	538.1335	618.3169	621.5113	675.0879	581.5844
2048	545.5212	585.5411	652.7356	562.6851	590.2189	507.3252
2051	0.2409	0.1237	0.3426	0.1847	0.5333	0.2002
2052	1.2167	1.4835	0.8261	1.1552	1.4023	1.4204
2053	0.6068	0.4676	1.1102	0.9455	0.7185	0.6378
2054	8.7376	8.4249	7.8704	7.4417	7.5642	6.7681
2055	2.5035	2.1015	2.7092	2.8787	2.6711	2.8697
2056	1.8789	1.4037	1.9093	1.7156	1.6682	1.2969
2057	0.157	0.0189	0.2374	0.0346	0.5814	0.2132
2058	0.6777	0.4038	0.3089	-0.1315	0.4967	0.3201
2059	0.0182	0.6815	0.1491	0.5051	0.0427	0.3461
2060	0.8061	0.3056	0.2945	0.214	0.4306	0.2744
2061	528.0303	513.5457	475.215	411.0715	506.4477	392.3886
2062	141.5354	156.0088	148.525	130.7517	159.9671	133.818
2063	1.1677	1.1671	1.7076	1.4246	1.1236	1.282
2064	0.438	0.2622	0.4521	0.3494	0.0575	0.4799
2065	0.077	1.0781	0.3417	0.4265	0.2907	-0.0168
2066	22.9222	25.6601	22.5547	26.3051	25.3365	28.2197
2067	0.5223	0.0477	0.408	0.2373	0.2327	0.1344
2068	0.4075	0.2723	0.9949	0.5551	0.5072	0.7155
2069	4.6097	5.7846	4.7633	3.7962	4.5521	3.7704
2070	2.3045	2.9749	3.071	3.2029	2.6004	2.6644
2071	0.2403	0.9993	1.2091	1.2817	1.1788	0.9695
2072	11.0518	12.8714	13.3038	15.5233	12.9333	15.5193
2073	1.0466	2.0039	0.9851	0.9453	1.0394	1.2109
2074	0.2915	0.3258	0.2947	0.2715	0.4383	0.31
2075	1.5031	2.5741	2.4409	2.1234	2.6832	2.4543
2076	99.4965	116.2066	113.7778	101.0209	117.0803	110.6122
2077	5.8741	6.865	6.4021	6.2559	6.6717	6.2251
2078	0.1927	0.1272	0.3957	0.4	0.2798	0.2062
2079	0.4159	0.52	0.3544	0.3508	0.115	0.2183
2080	0.2909	0.7863	0.4598	0.4456	0.3872	0.2874
2081	-0.0124	0.1197	0.3424	0.3578	-0.1438	0.285
2082	0.5178	0.4265	1.0084	0.7364	0.2589	0.492
2083	0.1154	0.3282	0.4659	0.3603	0.8077	0.1568
2084	0.7212	1.1245	0.6308	0.8537	0.9552	0.932
